actor_2_name,actor_1_name,movie_title,actor_3_name,title_year
Daoming Chen,Li Gong,Coming Home ,Ni Yan,2014
Stephen Walters,Li Gong,Hannibal Rising ,Richard Brake,2007
Ye Liu,Li Gong,Curse of the Golden Flower ,Man Li,2006
Mako,Li Gong,Memoirs of a Geisha ,Karl Yune,2005
Tony Chiu Wai Leung,Li Gong,2046,Maggie Cheung,2004
Ned Beatty,Liam Aiken,The Killer Inside Me ,Jay R. Ferguson,2010
Molly Shannon,Liam Aiken,Good Boy! ,Kevin Nealon,2003
Eva Marie Saint,Liam Aiken,I Dreamed of Africa ,Vincent Perez,2000
Tim Daly,Liam Aiken,The Object of My Affection ,Kali Rocha,1998
Dean Dawson,Liam Neeson,Operation Chromite ,Jung-jae Lee,2016
Morgan Freeman,Liam Neeson,Ted 2,Seth MacFarlane,2015
Common,Liam Neeson,Run All Night ,Bruce McGill,2015
Nate Parker,Liam Neeson,Non-Stop ,Scoot McNairy,2014
Dougray Scott,Liam Neeson,Taken 3,Jon Gries,2014
Charlize Theron,Liam Neeson,A Million Ways to Die in the West ,Seth MacFarlane,2014
Brendan Fraser,Liam Neeson,The Nut Job ,Sarah Gadon,2014
Boyd Holbrook,Liam Neeson,A Walk Among the Tombstones ,David Harbour,2014
Steve Buscemi,Liam Neeson,Khumba ,Loretta Devine,2013
Alexander Skarsgård,Liam Neeson,Battleship ,Tadanobu Asano,2012
Edgar Ramírez,Liam Neeson,Wrath of the Titans ,Lily James,2012
Luke Grimes,Liam Neeson,Taken 2,D.B. Sweeney,2012
Frank Langella,Liam Neeson,Unknown ,Aidan Quinn,2011
Frank Grillo,Liam Neeson,The Grey ,James Badge Dale,2011
Frank Langella,Liam Neeson,Unknown ,Aidan Quinn,2011
Jason Flemyng,Liam Neeson,Clash of the Titans ,Alexa Davalos,2010
Jason Flemyng,Liam Neeson,Clash of the Titans ,Alexa Davalos,2010
Meghan Heffern,Liam Neeson,Chloe ,Natalie Lisinska,2009
Josh Charles,Liam Neeson,After.Life ,Chandler Canterbury,2009
Holly Valance,Liam Neeson,Taken ,Xander Berkeley,2008
Orlando Bloom,Liam Neeson,Kingdom of Heaven ,Philip Glenister,2005
Oliver Platt,Liam Neeson,Kinsey ,Dylan Baker,2004
Christian Camargo,Liam Neeson,K-19: The Widowmaker,Lex Shrapnel,2002
Oliver Platt,Liam Neeson,Gun Shy ,Mitch Pileggi,2000
Lili Taylor,Liam Neeson,The Haunting ,Virginia Madsen,1999
Jason Flemyng,Liam Neeson,Rob Roy ,Eric Stoltz,1995
Delroy Lindo,Lili Taylor,Ransom ,Rene Russo,1996
David Sparrow,Lilli Lavine,Serendipity ,Ann Talman,2001
Emma de Caunes,Lily Atkinson,Mr. Bean's Holiday ,Steve Pemberton,2007
Rupert Everett,Lily Cole,St. Trinian's ,Tamsin Egerton,2007
Shannon Woodward,Lily Rabe,The Veil ,Kira McLean,2016
Joan Plowright,Lily Tomlin,Tea with Mussolini ,Paolo Seganti,1999
Mary Tyler Moore,Lily Tomlin,Flirting with Disaster ,David Patrick Kelly,1996
Hayley Kiyoko,Lin Shaye,Insidious: Chapter 3,Leigh Whannell,2015
Shelley Hennig,Lin Shaye,Ouija ,Daren Kagasoff,2014
Olivia Cooke,Lin Shaye,The Signal ,Beau Knapp,2014
Barbara Hershey,Lin Shaye,Insidious: Chapter 2,Leigh Whannell,2013
Barbara Hershey,Lin Shaye,Insidious ,Philip Friedman,2010
Kenan Thompson,Lin Shaye,Snakes on a Plane ,Rachel Blanchard,2006
Kenan Thompson,Lin Shaye,Snakes on a Plane ,Rachel Blanchard,2006
Rainn Wilson,Linda Cardellini,Super ,Paul T. Taylor,2010
Joel David Moore,Linda Cardellini,Grandma's Boy ,Shirley Jones,2006
Raquel Welch,Linda Cardellini,Legally Blonde ,Alanna Ubach,2001
Hitoshi Matsumoto,Lindsay Kay Hayward,R100,Shinobu Terajima,2013
Jesse Jane,Lisa Ann,Aroused ,Kayden Kross,2013
Shaun Weiss,Lisa Ann Walter,Drillbit Taylor ,Matt Walsh,2008
Nick Cannon,Lisa Ann Walter,Shall We Dance ,Omar Benson Miller,2004
Milos Forman,Lisa Edelstein,Keeping the Faith ,Anne Bancroft,2000
Tim Russ,Liza Minnelli,The Oh in Ohio ,Winter Ave Zoli,2006
Alicia Witt,LL Cool J,Last Holiday ,Timothy Hutton,2006
Clifton Collins Jr.,LL Cool J,Mindhunters ,Eion Bailey,2004
Chris Klein,LL Cool J,Rollerball ,Andrew Bryniarski,2002
Michael Rapaport,LL Cool J,Deep Blue Sea ,Saffron Burrows,1999
Omar Epps,LL Cool J,In Too Deep ,Nia Long,1999
Jada Pinkett Smith,LL Cool J,Woo ,Dave Chappelle,1998
Brian Doyle-Murray,Lochlyn Munro,Daddy Day Camp ,Tamala Jones,2007
Marian Seldes,Lochlyn Munro,Duets ,Huey Lewis,2000
Adam Ratcliffe,Logan Browning,Brotherly Love ,Faizon Love,2015
Sarah Gadon,Logan Lerman,Indignation ,Tracy Letts,2016
Leven Rambin,Logan Lerman,Percy Jackson: Sea of Monsters ,Brandon T. Jackson,2013
Ezra Miller,Logan Lerman,The Perks of Being a Wallflower ,Kate Walsh,2012
Rosario Dawson,Logan Lerman,Percy Jackson & the Olympians: The Lightning Thief ,Steve Coogan,2010
Virginia Madsen,Logan Lerman,The Number 23,Ed Lauter,2007
Neil Flynn,Logan Lerman,Hoot ,Tim Blake Nelson,2006
Eric Stoltz,Logan Lerman,The Butterfly Effect ,Cameron Bright,2004
Celia Weston,Lois Smith,Dead Man Walking ,Robert Prosky,1995
Kieu Chinh,Long Nguyen,Journey from the Fall ,Cat Ly,2006
Jennifer Hudson,Loretta Devine,Dreamgirls ,Anika Noni Rose,2006
Kimberly Elise,Loretta Devine,Woman Thou Art Loosed ,Clifton Powell,2004
Joey Lawrence,Loretta Devine,Urban Legends: Final Cut ,Jacinda Barrett,2000
Johnny Harris,Lorraine Stanley,London to Brighton ,Georgia Groome,2006
Elizabeth Blackmore,Lou Taylor Pucci,Evil Dead ,Ellen Sandweiss,2013
Angelica Lee,Louis Koo,Out of Inferno ,Ching Wan Lau,2013
Brian Van Holt,Louis Lombardi,Confidence ,Leland Orser,2003
Michael Papajohn,Louis Lombardi,The Animal ,Colleen Haskell,2001
Jon Tenney,Louis Lombardi,Beverly Hills Cop III ,Gilbert R. Hill,1994
Sandrine Kiberlain,Louise Bourgoin,Little Nicholas ,Kad Merad,2009
Mélissa Désormeaux-Poulin,Lubna Azabal,Incendies ,Ahmad Massad,2010
Matt Prokop,Lucas Grabeel,High School Musical 3: Senior Year,Corbin Bleu,2008
Corbin Bleu,Lucas Grabeel,High School Musical 2,Olesya Rulin,2007
Corbin Bleu,Lucas Grabeel,High School Musical ,Olesya Rulin,2006
Ken Davitian,Luenell,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,Chester,2006
Dennis L.A. White,Luis Sanchez,Diamond Ruff ,Fredro Starr,2015
Tony Corvillo,Luis Tosar,Sleep Tight ,Marta Etura,2011
Enrique Villén,Luis Tosar,Mondays in the Sun ,Aida Folch,2002
Gerald McRaney,Luke Bracey,The Best of Me ,Clarke Peters,2014
Akie Kotabe,Luke Bracey,The November Man ,Will Patton,2014
Michael Welch,Luke Grimes,All the Boys Love Mandy Lane ,Whitney Able,2006
Sheridan Smith,Luke Newberry,Quartet ,Pauline Collins,2012
Mike White,Lupe Ontiveros,Chuck & Buck ,Chris Weitz,2000
Yeardley Smith,Lupe Ontiveros,As Good as It Gets ,Shirley Knight,1997
Marian Seldes,Lynn Cohen,The Extra Man ,Dan Hedaya,2010
Frank Whaley,Lynn Cohen,The Jimmy Show ,Heather Bucha,2001
Patrick Fugit,Macaulay Culkin,Saved! ,Eva Amurri Martino,2004
Mia Kirshner,Macaulay Culkin,Party Monster ,Marilyn Manson,2003
John Larroquette,Macaulay Culkin,Ri¢hie Ri¢h ,Jonathan Hyde,1994
Lola Glaudini,Mackenzie Davis,That Awkward Moment ,Josh Pais,2014
Lili Taylor,Mackenzie Foy,The Conjuring ,Hayley McFarland,2013
Megan Mullally,Mackenzie Foy,Ernest & Celestine ,Lambert Wilson,2012
Sean Rogerson,Mackenzie Gray,Grave Encounters ,Ashleigh Gryzko,2011
Ophelia Lovibond,Madeline Carroll,Mr. Popper's Penguins ,Philip Baker Hall,2011
Amber Valletta,Madeline Carroll,The Spy Next Door ,George Lopez,2010
Rebecca De Mornay,Madeline Carroll,Flipped ,Aidan Quinn,2010
Judge Reinhold,Madeline Carroll,Swing Vote ,Nathan Lane,2008
Tessa Thompson,Madeline Carroll,When a Stranger Calls ,Brian Geraghty,2006
Corbin Bleu,Madison Pettis,Free Style ,Sandra Echeverría,2008
Patrick Brammall,Maeve Dermody,Griff the Invisible ,Kelly Paterniti,2010
Béatrice Dalle,Maggie Cheung,Clean ,Don McKellar,2004
Pierre Dulat,Magi Avila,The Pet ,Summer Napoles,2006
Tim Gunn,Mahadeo Shivraj,The Smurfs ,Madison McKinley,2011
Ruby Harris,Maika Monroe,It Follows ,Jake Weary,2014
Carter Jenkins,Malese Jow,Aliens in the Attic ,Tim Meadows,2009
Michael Lieber,Mani Bharathi,Ramanujan ,Kevin McGowan,2014
Charlotte Le Bon,Manish Dayal,The Hundred-Foot Journey ,Juhi Chawla,2014
Christian Alvarez,Manny Perez,The King of Najayo ,Claudette Lalí,2012
Pablo Rosso,Manuela Velasco,[Rec] ,Carlos Lasarte,2007
Colm Feore,Mara Wilson,Thomas and the Magic Railroad ,Peter Fonda,2000
Francis Capra,Mara Wilson,A Simple Wish ,Kathleen Turner,1997
Mike O'Malley,Marc Blucas,Meet Dave ,Shawn Christian,2008
Max Ryan,Marc Blucas,Thr3e,Justine Waddell,2006
Brian Dennehy,Marc Blucas,Summer Catch ,Bruce Davison,2001
Giovanna Mezzogiorno,Marcela Mar,Love in the Time of Cholera ,Unax Ugalde,2007
Péter Fancsikai,Marcell Nagy,Fateless ,Bálint Péntek,2005
Laura Spencer,Marco St. John,Dylan Dog: Dead of Night ,Anita Briem,2010
James Brolin,Marco Treviño,The 33,Jacob Vargas,2015
Kate del Castillo,Maria Conchita Alonso,Without Men ,Camryn Manheim,2011
Chris Marquette,María Valverde,Broken Horses ,Chad Bishop,2015
Max Beesley,Mariah Carey,Glitter ,Valarie Pettiford,2001
Daniel Giménez Cacho,Maribel Verdú,Y Tu Mamá También ,María Aura,2001
Hanaa Bouchaib,Maricel Álvarez,Biutiful ,Eduard Fernández,2010
Stéphane Rousseau,Marie-Josée Croze,The Barbarian Invasions ,Marina Hands,2003
Eugene Roche,Marilyn Rising,The Woman Chaser ,Max Kerstein,1999
Zubaida Sahar,Marina Golbahari,Osama ,Mohamad Haref Harati,2003
Bertrand Cantat,Marina Vlady,The Case of the Grinning Cat ,Léon Schwartzenberg,2004
Snoop Dogg,Marisa Saks,Scary Movie 5,Molly Shannon,2013
William Hurt,Mark Addy,Robin Hood ,Scott Grimes,2010
Atom Egoyan,Mark Addy,Barney's Version ,Paul Gross,2010
Alan Young,Mark Addy,The Time Machine ,Josh Stamberg,2002
Shin'ya Tsukamoto,Mark Chinnery,Godzilla Resurgence ,Atsuko Maeda,2016
Shin'ya Tsukamoto,Mark Chinnery,Godzilla Resurgence ,Atsuko Maeda,2016
Mike Birbiglia,Mark Duplass,Your Sister's Sister ,Mel Eslyn,2011
Katie Aselton,Mark Duplass,The Puffy Chair ,Bari Hyman,2005
Vivian Lamolli,Mark Fantasia,Western Religion ,Greg Jackson,2015
Geraldine McEwan,Mark Gatiss,The Curse of the Were-Rabbit ,Peter Sallis,2005
Mathieu Kassovitz,Mark Gatiss,Birthday Girl ,Ben Chaplin,2001
John D'Leo,Mark Margolis,The Wrestler ,Ajay Naidu,2008
Faye Dunaway,Mark Margolis,The Thomas Crown Affair ,Denis Leary,1999
Clint Mansell,Mark Margolis,Pi ,Stanley B. Herman,1998
Michael Rapaport,Mark Margolis,The Pallbearer ,Carol Kane,1996
Penelope Wilton,Mark Rylance,The BFG ,Rafe Spall,2016
Rupert Everett,Mark Valley,The Next Best Thing ,Illeana Douglas,2000
Joe Bishop,Mark Zupan,Murderball ,Andy Cohn,2005
Elaine Hendrix,Marlee Matlin,What the #$*! Do We (K)now!? ,Armin Shimerman,2004
Scott Adsit,Marley Shelton,Grand Theft Parsons ,Jim Cody Williams,2003
Jessica Capshaw,Marley Shelton,Valentine ,Johnny Whitworth,2001
Lee Arenberg,Marley Shelton,Warriors of Virtue ,Angus Macfadyen,1997
Temuera Morrison,Marlon Brando,The Island of Dr. Moreau ,Marco Hofschneider,1996
Adam Rifkin,Marri Savinar,Shooting the Warwicks ,Bethany Blakey,2015
Rachael Harris,Marsha Thomason,The Haunted Mansion ,Marc John Jefferies,2003
Steffinnie Phrommany,Marshal Hilton,Teeth and Blood ,Clint Jung,2015
Katherine Waterston,Martin Dew,Inherent Vice ,Serena Scott Thomas,2014
Mario Van Peebles,Martin Kove,Red Sky ,Jacob Vargas,2014
Catherine O'Hara,Martin Landau,Frankenweenie ,Atticus Shaffer,2012
Alan Oppenheimer,Martin Landau,9,Tom Kane,2009
Melora Walters,Martin Landau,Harrison Montgomery ,Diane Baker,2008
Hal Holbrook,Martin Landau,The Majestic ,Jeffrey DeMunn,2001
Mitch Pileggi,Martin Landau,The X Files ,Jeffrey DeMunn,1998
Udo Kier,Martin Landau,The Adventures of Pinocchio ,Bebe Neuwirth,1996
Tod Fennell,Martin Short,The Spiderwick Chronicles ,Joan Plowright,2008
Rob Paulsen,Martin Short,Jimmy Neutron: Boy Genius ,Andrea Martin,2001
Aria Noelle Curzon,Martin Short,The Prince of Egypt ,Eden Riegel,1998
Megan Mullally,Martin Starr,Stealing Harvard ,Chris Penn,2002
Megan Mullally,Martin Starr,Stealing Harvard ,Chris Penn,2002
Casey Siemaszko,Mary Elizabeth Mastrantonio,Limbo ,Vanessa Martinez,1999
Jennifer Landa,Mary Kate Wiles,The Sound and the Shadow ,Felix Avitia,2014
Mark Duplass,Mary Lynn Rajskub,Safety Not Guaranteed ,Jeff Garlin,2012
Bruce McGill,Mary Lynn Rajskub,"Legally Blonde 2: Red, White & Blonde",Bob Newhart,2003
Aaron Yoo,Mary-Kate Olsen,The Wackness ,Method Man,2008
Bob Saget,Mary-Kate Olsen,New York Minute ,Riley Smith,2004
Léa Drucker,Mathieu Amalric,The Blue Room ,Laurent Poitrenaux,2014
Sara Forestier,Mathieu Amalric,Wild Grass ,Edouard Baer,2009
Jamel Debbouze,Mathieu Kassovitz,Amélie ,Isabelle Nanty,2001
Natasha Bedingfield,Matisyahu,Call + Response ,Madeleine Albright,2008
Krysta Rodriguez,Matt Bennett,The Virginity Hit ,Zack Pearlman,2010
Channing Tatum,Matt Bomer,Magic Mike XXL ,Kevin Nash,2015
William Hurt,Matt Bomer,Winter's Tale ,Kevin Corrigan,2014
Olivia Wilde,Matt Bomer,In Time ,Justin Timberlake,2011
Jordana Brewster,Matt Bomer,The Texas Chainsaw Massacre: The Beginning ,Lew Temple,2006
Betsy Russell,Matt Cohen,Chain Letter ,Noah Segan,2009
Riz Ahmed,Matt Damon,Jason Bourne ,Ato Essandoh,2016
Donald Glover,Matt Damon,The Martian ,Benedict Wong,2015
Sharlto Copley,Matt Damon,Elysium ,Alice Braga,2013
Hal Holbrook,Matt Damon,Promised Land ,Terry Kinney,2012
Monique Gabriela Curnen,Matt Damon,Contagion ,Griffin Kane,2011
Michael Kelly,Matt Damon,The Adjustment Bureau ,Jon Stewart,2011
Kieran Culkin,Matt Damon,Margaret ,John Gallagher Jr.,2011
Sean Huze,Matt Damon,Green Zone ,Igal Naor,2010
Jay Mohr,Matt Damon,Hereafter ,Cécile De France,2010
Jeff Bridges,Matt Damon,True Grit ,Bruce Green,2010
George W. Bush,Matt Damon,Inside Job ,Barney Frank,2010
Morgan Freeman,Matt Damon,Invictus ,Leleti Khumalo,2009
Joel McHale,Matt Damon,The Informant! ,Thomas F. Wilson,2009
Edgar Ramírez,Matt Damon,The Bourne Ultimatum ,Albert Finney,2007
Heath Ledger,Matt Damon,The Brothers Grimm ,Mackenzie Crook,2005
Amr Waked,Matt Damon,Syriana ,Kayvan Novak,2005
Amr Waked,Matt Damon,Syriana ,Kayvan Novak,2005
Joan Allen,Matt Damon,The Bourne Supremacy ,Oksana Akinshina,2004
Scott Mechlowicz,Matt Damon,EuroTrip ,Jacob Pitts,2004
Terence Bernie Hines,Matt Damon,Stuck on You ,Seymour Cassel,2003
Charles Napier,Matt Damon,Spirit: Stallion of the Cimarron ,Zahn McClarnon,2002
Josh Hamilton,Matt Damon,The Bourne Identity ,Nicky Naudé,2002
Casey Affleck,Matt Damon,Gerry ,,2002
Janeane Garofalo,Matt Damon,Titan A.E. ,Nathan Lane,2000
Will Smith,Matt Damon,The Legend of Bagger Vance ,Charlize Theron,2000
Henry Thomas,Matt Damon,All the Pretty Horses ,Sam Shepard,2000
Janeane Garofalo,Matt Damon,Dogma ,George Carlin,1999
Martin Landau,Matt Damon,Rounders ,Gretchen Mol,1998
Dean Stockwell,Matt Damon,The Rainmaker ,Virginia Madsen,1997
Ethan Suplee,Matt Damon,Chasing Amy ,Joey Lauren Adams,1997
Billy Crudup,Matt Frewer,Watchmen ,Stephen McHattie,2009
Katharine Isabelle,Matt Frewer,Rampage ,Michael Paré,2009
Wendi McLendon-Covey,Matt Lucas,Bridesmaids ,Steve Bannos,2011
Gerry Becker,Matt Price,Man on the Moon ,Tom Dreesen,1999
Brendon Eggertsen,Matt Shively,Paranormal Activity 4,Alisha Boe,2012
Bella Heathcote,Matt Smith,Pride and Prejudice and Zombies ,Sam Riley,2016
Alycia Debnam-Carey,Matt Walsh,Into the Storm ,Scott Lawrence,2014
Tim Guinee,Matt Walsh,Cyrus ,Katie Aselton,2010
Chris Cleveland,Matthew Alan,Living Dark: The Story of Ted the Caver ,Circus-Szalewski,2013
Gabourey Sidibe,Matthew Broderick,Tower Heist ,Judd Hirsch,2011
Oprah Winfrey,Matthew Broderick,Bee Movie ,Rip Torn,2007
Jorge Garcia,Matthew Broderick,Deck the Halls ,Alia Shawkat,2006
Glenn Morshower,Matthew Broderick,The Last Shot ,Tim Blake Nelson,2004
Rory Culkin,Matthew Broderick,You Can Count on Me ,Gaby Hoffmann,2000
Rene Auberjonois,Matthew Broderick,Inspector Gadget ,Rupert Everett,1999
Chris Klein,Matthew Broderick,Election ,Molly Hagan,1999
Janeane Garofalo,Matthew Broderick,The Cable Guy ,Andy Dick,1996
Nathan Lane,Matthew Broderick,The Lion King ,Niketa Calame,1994
Brock Baker,Matthew Emerick,Along the Roadside ,Sheldon Bailey,2013
Donald Watkins,Matthew McConaughey,Free State of Jones ,Jessica Collins,2016
Anne Hathaway,Matthew McConaughey,Interstellar ,Mackenzie Foy,2014
Jennifer Garner,Matthew McConaughey,Dallas Buyers Club ,Denis O'Hare,2013
Tye Sheridan,Matthew McConaughey,Mud ,Sam Shepard,2012
Margarita Levieva,Matthew McConaughey,The Lincoln Lawyer ,Frances Fisher,2011
Scott A. Martin,Matthew McConaughey,Killer Joe ,Carol Sutton,2011
Brandon Smith,Matthew McConaughey,Bernie ,Rick Dial,2011
Ray Winstone,Matthew McConaughey,Fool's Gold ,Alexis Dziena,2008
Scott Glenn,Matthew McConaughey,"Surfer, Dude ",Sarah Wright,2008
Kimberly Williams-Paisley,Matthew McConaughey,We Are Marshall ,Brian Geraghty,2006
Rainn Wilson,Matthew McConaughey,Sahara ,Delroy Lindo,2005
Adam Goldberg,Matthew McConaughey,How to Lose a Guy in 10 Days,Thomas Lennon,2003
Judy Greer,Matthew McConaughey,The Wedding Planner ,Alex Rocco,2001
Powers Boothe,Matthew McConaughey,Frailty ,Matt O'Leary,2001
Rob McElhenney,Matthew McConaughey,Thirteen Conversations About One Thing ,Amy Irving,2001
Thomas Kretschmann,Matthew McConaughey,U-571,David Keith,2000
Adam Goldberg,Matthew McConaughey,Edtv ,Clint Howard,1999
Lew Temple,Matthew McConaughey,The Newton Boys ,Dwight Yoakam,1998
Tom Skerritt,Matthew McConaughey,Contact ,Larry King,1997
Clifton James,Matthew McConaughey,Lone Star ,Miriam Colon,1996
Hunter Parrish,Matthew Perry,17 Again,Thomas Lennon,2009
Jerry Stiller,Matthew Perry,Serving Sara ,Vincent Pastore,2002
Oliver Platt,Matthew Perry,Three to Tango ,David Ramsey,1999
Susan Ward,Matthew Settle,The In Crowd ,A.J. Buckley,2000
T.J. Storm,Matthew Ziff,Kickboxer: Vengeance ,Sam Medina,2016
Lorraine Ziff,Matthew Ziff,Treachery ,Michael Biehn,2013
Randy Wayne,Matthew Ziff,Hardflip ,Raquel Elizabeth Ames,2012
Adrian Lester,Maura Tierney,Primary Colors ,Paul Guilfoyle,1998
Swoosie Kurtz,Maura Tierney,Liar Liar ,Randall 'Tex' Cobb,1997
Shanley Caswell,Maureen McCormick,Snow White: A Deadly Summer ,Tim Abell,2012
Veronika Vernadskaya,Max Minghella,The Darkest Hour ,Dato Bakhtadze,2011
Ashraf Barhom,Max Minghella,Agora ,Rupert Evans,2009
Elyas M'Barek,Max Riemelt,The Wave ,Jennifer Ulrich,2008
Rodrigo De la Serna,Maximilian Dirr,Chiamatemi Francesco - Il Papa della gente ,Ferdinando Vetere,2015
Lucy Fry,Mckenna Grace,Mr. Church ,Natalie Coughlin,2016
Udo Kier,Meat Loaf,BloodRayne ,Michael Paré,2005
Junix Inocian,Meat Loaf,Formula 51,Paul Barber,2001
Elizabeth Perkins,Meat Loaf,Crazy in Alabama ,Noah Emmerich,1999
Shawn Roberts,Megan Park,Diary of the Dead ,Joe Dinicol,2007
Marc Trottier,Meghan Ory,Decoys ,Corey Sevier,2004
Steffinnie Phrommany,Mehcad Brooks,Adulterers ,Danielle Savre,2015
Austin Nichols,Mehcad Brooks,Glory Road ,Derek Luke,2006
John Lone,Mei Melançon,Rush Hour 2,Harris Yulin,2001
Chris Brown,Mekhi Phifer,This Christmas ,Loretta Devine,2007
LL Cool J,Mekhi Phifer,Slow Burn ,Fisher Stevens,2005
Omar Benson Miller,Mekhi Phifer,8 Mile,Evan Jones,2002
Andrew Keegan,Mekhi Phifer,O ,John Heard,2001
Andrew Keegan,Mekhi Phifer,O ,John Heard,2001
Aleksa Palladino,Melanie Griffith,Celebrity ,Greg Mottola,1998
Ryan Kennedy,Melanie Papalia,Super Hybrid ,John Reardon,2010
Craig Bierko,Melina Kanakaredes,The Long Kiss Goodnight ,Yvonne Zima,1996
Michael Aaron Milligan,Melissa Bolona,Shark Lake ,James Chalke,2015
Angela Featherstone,Melissa Sagemiller,Soul Survivors ,Candace Kroslak,2001
Alfie Allen,Mem Ferda,Plastic ,Malese Jow,2014
Dominic Cooper,Mem Ferda,The Devil's Double ,Ludivine Sagnier,2011
Juliane Köhler,Merab Ninidze,Nowhere in Africa ,Matthias Habich,2001
Amy Ryan,Merritt Wever,The Missing Person ,Paul Adelstein,2009
Nina Arianda,Meryl Streep,Florence Foster Jenkins ,John Sessions,2016
Steve Carell,Meryl Streep,Hope Springs ,Jean Smart,2012
Jim Broadbent,Meryl Streep,The Iron Lady ,Olivia Colman,2011
Hunter Parrish,Meryl Streep,It's Complicated ,Zoe Kazan,2009
Mary Lynn Rajskub,Meryl Streep,Julie & Julia ,Vanessa Ferlito,2009
Tom Cruise,Meryl Streep,Lions for Lambs ,Andrew Garfield,2007
Anne Hathaway,Meryl Streep,The Devil Wears Prada ,Rebecca Mader,2006
Virginia Madsen,Meryl Streep,A Prairie Home Companion ,Lily Tomlin,2006
Stephen Dillane,Meryl Streep,The Hours ,Miranda Richardson,2002
William Hurt,Meryl Streep,One True Thing ,Tom Everett Scott,1998
Glenn Morshower,Meryl Streep,The River Wild ,William Lucking,1994
Patrick McGoohan,Mhairi Calvey,Braveheart ,James Robinson,1995
Adam LeFevre,Mia Farrow,Arthur and the Invisibles ,Penny Balfour,2006
Jordan Bridges,Mia Farrow,An American Girl Holiday ,Bruce Gooch,2004
Blythe Danner,Mia Kirshner,Mad City ,William Atherton,1997
Mercedes Morán,Mía Maestro,The Holy Girl ,María Alche,2004
Juan Luis Galiardo,Mía Maestro,Tango ,Miguel Ángel Solá,1998
Bruce McGill,Mia Sara,Timecop ,Gloria Reuben,1994
